trajectory_id,t,split,action,reward,logged_behavior_action,always_eco_action,never_eco_action,heuristic_risk_rule_action,non_causal_fqi_action,causal_fqi_action,causal_no_history_fqi_action,causal_no_vehicle_id_fqi_action
13445,5,test,0,-0.8834,0,1,0,1,0,0,0,0
13445,6,test,1,-3.2056,1,1,0,1,1,1,1,1
13445,7,test,0,-2.5544,0,1,0,1,1,0,0,1
13446,0,test,0,-0.9006000000000001,0,1,0,1,0,0,0,0
13446,1,test,1,-0.63,1,1,0,1,1,1,1,1
13446,2,test,1,-0.087,1,1,0,0,1,0,0,0
13446,3,test,1,-1.2352,1,1,0,0,0,0,0,0
13446,4,test,1,-0.6636000000000001,1,1,0,1,1,1,1,0
13446,5,test,0,-3.0348,0,1,0,0,1,0,0,0
13446,6,test,1,-2.518,1,1,0,1,1,1,1,1
13446,7,test,0,-8.5698,0,1,0,0,0,0,0,0
13446,8,test,1,-17.554000000000002,1,1,0,0,1,1,1,1
13447,0,test,0,-0.6940000000000001,0,1,0,1,1,1,1,1
13447,1,test,1,-0.8353999999999999,1,1,0,1,1,1,1,1
13447,2,test,1,-0.633,1,1,0,1,1,1,1,1
13447,3,test,0,-3.165,0,1,0,0,0,0,0,0
13447,4,test,0,-0.7122,0,1,0,1,0,0,0,0
13447,5,test,1,-0.7026,1,1,0,1,1,1,1,1
13447,6,test,1,-0.3718,1,1,0,1,1,1,1,1
13447,7,test,1,-2.5526,1,1,0,1,1,1,1,1
13448,0,test,0,-0.6712,0,1,0,0,0,0,0,0
13448,1,test,1,-0.6544,1,1,0,1,0,0,0,0
13448,2,test,0,-3.3822,0,1,0,1,0,0,0,0
13448,3,test,1,-1.0572,1,1,0,0,1,0,0,0
13449,0,test,0,-7.744,0,1,0,0,0,0,0,0
13449,1,test,0,-2.6166,0,1,0,1,0,0,0,0
13449,2,test,0,-2.3812,0,1,0,1,0,0,0,0
13449,3,test,0,-2.6286,0,1,0,1,0,0,0,0
13450,0,test,0,-0.953,0,1,0,1,1,1,1,1
13450,1,test,1,-8.1348,1,1,0,0,1,0,0,0
13450,2,test,0,-0.3066,0,1,0,1,1,0,0,1
13450,3,test,0,-0.9454,0,1,0,0,0,0,0,0
13450,4,test,0,-2.9412000000000003,0,1,0,1,1,1,1,1
13450,5,test,1,-2.5722,1,1,0,1,1,1,1,1
13450,6,test,1,-2.612,1,1,0,1,1,0,0,0
13451,0,test,1,-11.5996,1,1,0,0,1,1,1,1
13451,1,test,0,-10.168,0,1,0,0,0,0,0,0
13451,2,test,1,-12.5592,1,1,0,0,1,1,1,1
13451,3,test,0,-2.182,0,1,0,1,0,1,0,1
13451,4,test,1,-5.034400000000001,1,1,0,0,0,1,1,1
13451,5,test,0,-1.2638,0,1,0,1,0,0,0,0
13451,6,test,0,-3.2318,0,1,0,0,0,0,0,0
13451,7,test,1,-12.8098,1,1,0,1,1,0,1,1
13451,8,test,1,-2.393,1,1,0,1,1,1,1,1
13451,9,test,1,-2.5672,1,1,0,1,1,1,1,1
13452,0,test,1,-12.487,1,1,0,1,1,1,1,1
13452,1,test,0,-0.8568,0,1,0,0,0,0,0,0
13452,2,test,0,-0.5276,0,1,0,1,0,0,0,0
13452,3,test,1,-2.5838,1,1,0,0,0,1,1,1
13452,4,test,1,-3.1592,1,1,0,1,0,0,1,0
13452,5,test,1,-0.3884,1,1,0,1,1,1,1,1
13453,0,test,0,-12.5262,0,1,0,0,0,0,0,1
13453,1,test,0,-3.4866,0,1,0,0,0,0,0,1
13453,2,test,1,-14.1968,1,1,0,0,0,0,0,0
13453,3,test,1,-0.3352,1,1,0,1,1,1,1,1
13453,4,test,1,-2.5108,1,1,0,1,1,1,1,1
13453,5,test,1,-0.8922000000000001,1,1,0,1,1,1,1,1
13453,6,test,0,-0.7134,0,1,0,1,0,0,1,1
13454,0,test,1,-2.463,1,1,0,1,1,1,1,1
13454,1,test,0,-2.8206,0,1,0,0,1,1,1,1
13454,2,test,0,-1.3486000000000002,0,1,0,1,0,1,1,1
13454,3,test,1,-0.8528000000000001,1,1,0,0,0,1,1,1
13455,0,test,0,-2.9062,0,1,0,1,0,0,1,0
13455,1,test,1,-0.9294,1,1,0,1,0,1,1,1
13455,2,test,0,-2.6174,0,1,0,0,0,0,0,0
13455,3,test,1,-1.003,1,1,0,1,0,1,1,1
13455,4,test,0,-0.9146,0,1,0,1,0,0,1,0
13455,5,test,1,-4.168,1,1,0,0,1,0,0,0
13456,0,test,0,-2.3116,0,1,0,1,0,0,0,0
13456,1,test,0,-0.3594,0,1,0,0,0,0,0,0
13456,2,test,1,-0.172,1,1,0,1,1,1,1,1
13456,3,test,0,-22.7708,0,1,0,0,0,0,0,0
13456,4,test,1,-2.9572,1,1,0,0,0,1,1,1
13457,0,test,1,-2.204,1,1,0,1,1,0,0,0
13457,1,test,1,-2.6344000000000003,1,1,0,1,1,1,1,1
13457,2,test,1,-1.093,1,1,0,0,1,1,1,1
13457,3,test,1,-0.47,1,1,0,1,1,1,1,1
13458,0,test,0,-0.6974,0,1,0,0,1,0,0,0
13458,1,test,1,-2.4562,1,1,0,1,1,1,1,1
13458,2,test,0,-54.1148,0,1,0,0,0,0,0,0
13458,3,test,0,-1.1116,0,1,0,0,0,1,1,1
13458,4,test,1,-26.166,1,1,0,0,0,1,1,1
13458,5,test,1,-0.94,1,1,0,1,1,1,1,1
13458,6,test,1,-10.2802,1,1,0,1,1,1,1,1
13459,0,test,1,-2.8176,1,1,0,1,1,1,1,1
13459,1,test,0,-12.8696,0,1,0,0,0,0,0,0
13459,2,test,1,-2.832,1,1,0,1,1,1,1,1
13459,3,test,0,-1.0152,0,1,0,1,0,1,0,0
13460,0,test,1,-0.0312,1,1,0,1,1,1,1,1
13460,1,test,1,-0.497,1,1,0,1,1,1,1,1
13460,2,test,1,-0.5246000000000001,1,1,0,1,1,1,1,1
13460,3,test,1,-0.1656,1,1,0,1,1,1,1,1
13460,4,test,1,-23.7164,1,1,0,0,0,0,0,0
13460,5,test,1,-12.4964,1,1,0,0,0,0,0,0
13460,6,test,0,-0.3038,0,1,0,0,0,0,0,0
13461,0,test,1,-21.1766,1,1,0,0,0,0,0,0
13461,1,test,1,-12.8776,1,1,0,1,1,0,1,0
13461,2,test,0,-0.6346,0,1,0,1,0,0,0,0
13461,3,test,1,-2.8662,1,1,0,1,1,1,1,1
13461,4,test,1,-20.587200000000003,1,1,0,0,0,1,1,0
13461,5,test,0,-2.1202,0,1,0,1,0,0,0,0
13462,0,test,1,-2.8264,1,1,0,1,1,1,1,1
13462,1,test,1,-0.5162,1,1,0,0,1,1,1,1
13462,2,test,1,-4.7908,1,1,0,0,1,0,0,0
13462,3,test,1,-0.5446,1,1,0,1,0,1,1,1
13462,4,test,1,-2.6416,1,1,0,1,1,1,1,1
13462,5,test,0,-0.4182,0,1,0,1,0,0,0,0
13462,6,test,1,-2.3118,1,1,0,0,1,1,1,1
13462,7,test,0,-14.4424,0,1,0,0,0,0,0,0
13463,0,test,0,-2.7302,0,1,0,1,0,0,0,0
13463,1,test,0,-2.824,0,1,0,1,0,0,0,0
13463,2,test,0,-0.3028,0,1,0,0,1,0,0,0
13463,3,test,0,-1.0096,0,1,0,1,0,0,0,0
13463,4,test,1,-2.153,1,1,0,1,1,0,0,0
13463,5,test,0,-0.396,0,1,0,1,0,0,1,0
13464,0,test,0,-3.1632,0,1,0,0,0,0,0,0
13464,1,test,1,-2.7312000000000003,1,1,0,1,1,1,1,1
13464,2,test,1,-10.6892,1,1,0,0,1,1,1,1
13464,3,test,1,-2.46,1,1,0,1,1,1,1,1
13464,4,test,0,-21.810799999999997,0,1,0,1,0,0,1,1
13464,5,test,0,-4.3136,0,1,0,1,0,0,0,0
13464,6,test,0,-3.777,0,1,0,0,0,0,0,0
13465,0,test,1,-34.9066,1,1,0,0,1,0,1,1
13465,1,test,0,-2.7064,0,1,0,1,1,0,0,1
13465,2,test,1,-0.5366,1,1,0,1,1,1,1,1
13465,3,test,0,-0.289,0,1,0,1,1,1,1,1
13465,4,test,0,-0.6782,0,1,0,1,1,1,1,1
13465,5,test,0,-0.779,0,1,0,1,0,0,0,0
13465,6,test,1,-0.67,1,1,0,1,1,1,1,1
13466,0,test,1,-2.5174000000000003,1,1,0,0,1,0,0,0
13466,1,test,1,-0.3308,1,1,0,1,1,1,1,1
13466,2,test,1,-0.7040000000000001,1,1,0,0,1,1,1,0
13466,3,test,0,-2.7598000000000003,0,1,0,1,0,1,0,0
13466,4,test,1,-10.7274,1,1,0,0,1,0,0,0
13466,5,test,0,-0.6976,0,1,0,0,0,0,0,0
13466,6,test,0,-0.9686,0,1,0,1,0,0,0,0
13467,0,test,1,-0.0434,1,1,0,1,1,1,0,1
13467,1,test,1,-1.036,1,1,0,0,0,0,1,0
13467,2,test,1,-10.6746,1,1,0,0,0,1,0,0
13467,3,test,1,-0.7692000000000001,1,1,0,1,1,0,0,0
13467,4,test,1,-0.3828,1,1,0,1,1,1,1,1
13467,5,test,1,-6.5472,1,1,0,0,0,0,0,0
13467,6,test,1,-0.7494000000000001,1,1,0,0,1,0,0,0
13467,7,test,1,-0.8128000000000001,1,1,0,1,0,1,1,1
13467,8,test,1,-2.5518,1,1,0,1,1,1,1,1
13467,9,test,0,-2.9144,0,1,0,1,0,0,0,0
13467,10,test,0,-1.2240000000000002,0,1,0,0,0,0,0,0
13467,11,test,1,-18.8114,1,1,0,0,0,0,0,0
13467,12,test,1,-0.441,1,1,0,1,1,1,1,1
13468,0,test,0,-2.6248,0,1,0,1,0,0,0,0
13468,1,test,0,-10.4782,0,1,0,1,0,0,0,0
13468,2,test,0,-12.4548,0,1,0,0,0,0,0,0
13468,3,test,0,-1.0758,0,1,0,1,1,1,1,1
13468,4,test,1,-2.4234,1,1,0,0,1,1,1,1
13468,5,test,0,-2.4104,0,1,0,1,0,0,0,0
13469,0,test,1,-2.3106,1,1,0,1,1,0,1,1
13469,1,test,0,-3.0516,0,1,0,0,0,0,0,1
13469,2,test,0,-16.796799999999998,0,1,0,0,0,1,1,0
13469,3,test,0,-2.9368,0,1,0,1,0,0,0,0
13470,0,test,1,-0.4422,1,1,0,1,1,1,1,1
13470,1,test,0,-2.5972,0,1,0,0,0,0,0,0
13470,2,test,1,-2.1422,1,1,0,1,1,1,1,1
13470,3,test,1,-0.681,1,1,0,1,1,1,1,1
13470,4,test,1,-6.687200000000001,1,1,0,0,1,0,0,0
13470,5,test,1,-7.934200000000001,1,1,0,0,1,1,1,1
13470,6,test,0,-2.7276,0,1,0,1,0,0,0,0
13470,7,test,1,-0.41,1,1,0,1,1,1,1,1
13470,8,test,1,-0.6358,1,1,0,1,1,1,1,1
13470,9,test,1,-20.343,1,1,0,0,1,1,1,1
13470,10,test,0,-13.0562,0,1,0,1,0,1,1,1
13470,11,test,0,-0.7368000000000001,0,1,0,1,0,1,0,1
13470,12,test,1,-1.1578,1,1,0,1,0,1,0,0
13471,0,test,0,-2.744,0,1,0,0,0,0,0,0
13471,1,test,0,-2.5748,0,1,0,1,0,1,1,1
13471,2,test,1,-2.8352,1,1,0,1,1,1,1,1
13472,0,test,0,-2.2352,0,1,0,1,0,1,1,1
13472,1,test,0,-1.0402,0,1,0,1,0,1,1,1
13472,2,test,0,-12.1528,0,1,0,1,0,1,1,1
13472,3,test,0,-3.1822,0,1,0,1,0,0,0,0
13472,4,test,1,-12.2398,1,1,0,1,1,1,1,1
13472,5,test,1,-20.3912,1,1,0,0,0,1,1,1
13472,6,test,1,-2.5262,1,1,0,0,1,0,0,0
13472,7,test,1,-23.7268,1,1,0,0,0,0,0,0
13472,8,test,0,-0.6806000000000001,0,1,0,1,0,0,0,0
13472,9,test,0,-2.5184,0,1,0,1,0,1,1,1
13472,10,test,0,-0.9072,0,1,0,0,0,0,0,0
13473,0,test,1,-0.9536,1,1,0,1,0,1,1,1
13473,1,test,1,-0.2692,1,1,0,1,1,1,1,1
13473,2,test,1,-1.2114000000000005,1,1,0,0,1,1,1,1
13473,3,test,1,-0.6676000000000001,1,1,0,1,1,1,1,1
13474,0,test,0,-2.678,0,1,0,0,0,0,0,0
13474,1,test,1,-11.5672,1,1,0,0,1,1,1,1
13474,2,test,0,-0.1098,0,1,0,1,0,0,0,0
13474,3,test,0,-15.0418,0,1,0,0,0,0,0,0
13474,4,test,1,-0.5514,1,1,0,1,1,1,1,1
13475,0,test,1,-0.9454,1,1,0,1,1,1,1,1
13475,1,test,0,-0.5146000000000001,0,1,0,1,0,0,0,0
13475,2,test,1,-0.6914,1,1,0,1,1,1,1,1
13475,3,test,0,-0.4038,0,1,0,1,1,0,0,0
13475,4,test,1,-2.8906,1,1,0,0,0,0,0,0
13475,5,test,1,-23.6948,1,1,0,0,0,0,0,0
13476,0,test,0,-1.0892,0,1,0,1,0,0,0,0
13476,1,test,0,-0.2468,0,1,0,0,0,0,0,0
13476,2,test,1,-10.1592,1,1,0,0,1,1,1,1
13476,3,test,0,-0.8202,0,1,0,1,0,0,0,0
13476,4,test,1,-0.9554,1,1,0,1,1,1,1,1
13476,5,test,0,-37.111999999999995,0,1,0,0,1,1,1,1
13476,6,test,1,-2.7896,1,1,0,1,1,1,1,1
13476,7,test,1,-21.7446,1,1,0,0,1,1,1,1
13476,8,test,1,-0.638,1,1,0,1,1,1,1,1
13476,9,test,1,-0.6218,1,1,0,0,1,1,1,1
13477,0,test,1,-0.6832,1,1,0,1,1,1,1,1
13477,1,test,1,-29.4036,1,1,0,0,0,1,1,1
13477,2,test,1,-15.804,1,1,0,0,0,0,0,0
13477,3,test,0,-0.5582,0,1,0,0,0,0,0,0
13477,4,test,0,-0.43,0,1,0,1,0,0,0,0
13477,5,test,1,-0.663,1,1,0,1,1,1,1,1
13477,6,test,1,-3.201,1,1,0,1,1,1,1,1
13478,0,test,1,-2.6452,1,1,0,0,0,0,0,0
13478,1,test,1,-2.5774,1,1,0,0,1,0,0,0
13478,2,test,1,-10.9664,1,1,0,0,0,0,0,0
13478,3,test,0,-0.9514,0,1,0,1,0,0,0,0
13478,4,test,1,-2.3,1,1,0,1,1,1,1,1
13479,0,test,0,-4.578,0,1,0,0,0,1,1,1
13479,1,test,1,-23.9538,1,1,0,0,0,0,0,0
13479,2,test,1,-2.5620000000000003,1,1,0,0,0,1,0,1
13479,3,test,0,-0.4566,0,1,0,1,0,0,0,0
13479,4,test,0,-27.0012,0,1,0,0,0,0,0,0
13479,5,test,1,-0.5388000000000001,1,1,0,1,1,0,1,1
13480,0,test,1,-3.0126,1,1,0,0,1,1,1,1
13480,1,test,1,-11.7346,1,1,0,0,1,0,1,1
13480,2,test,1,-0.2742,1,1,0,1,1,1,1,0
13480,3,test,0,-12.3856,0,1,0,0,1,0,0,0
13480,4,test,0,-1.1276,0,1,0,1,0,0,0,0
13480,5,test,0,-1.167,0,1,0,1,0,0,0,0
13481,0,test,1,-0.5012,1,1,0,0,1,0,0,0
13481,1,test,1,-14.8764,1,1,0,0,0,0,0,1
13481,2,test,1,-1.0876,1,1,0,1,1,1,1,1
13481,3,test,0,-2.6276,0,1,0,1,0,0,0,0
13481,4,test,1,-2.431,1,1,0,1,1,1,0,1
13481,5,test,0,-3.1194,0,1,0,0,0,0,0,0
13481,6,test,1,-2.4166,1,1,0,0,1,1,1,1
13481,7,test,1,-2.8742,1,1,0,1,1,0,0,0
13481,8,test,1,-2.4642,1,1,0,1,1,1,1,1
13482,0,test,1,-11.6954,1,1,0,0,0,0,0,0
13482,1,test,1,-7.359,1,1,0,1,0,1,1,1
13482,2,test,1,-1.2584,1,1,0,1,1,1,1,1
13482,3,test,1,-3.2332,1,1,0,1,0,1,1,1
13482,4,test,1,-2.6664,1,1,0,0,1,1,1,1
13482,5,test,1,-0.322,1,1,0,0,1,0,1,1
13483,0,test,1,-1.0564,1,1,0,1,0,0,0,0
13483,1,test,0,-2.7336,0,1,0,1,0,0,0,0
13483,2,test,0,-0.902,0,1,0,1,0,0,0,0
13483,3,test,1,-0.4748,1,1,0,0,0,0,0,0
13483,4,test,1,-0.444,1,1,0,1,1,1,1,1
13484,0,test,0,-0.653,0,1,0,1,0,0,0,0
13484,1,test,1,-0.6006,1,1,0,1,1,1,1,1
13484,2,test,1,-0.7358,1,1,0,1,1,1,1,1
13484,3,test,1,-3.0364000000000004,1,1,0,0,1,0,0,0
13484,4,test,1,-2.4068,1,1,0,1,1,1,1,1
13484,5,test,0,-0.609,0,1,0,0,0,0,0,0
13484,6,test,0,-5.5206,0,1,0,0,0,0,0,0
13484,7,test,1,-0.5804,1,1,0,1,1,1,1,1
13485,0,test,1,-11.879,1,1,0,0,0,0,0,0
13485,1,test,0,-0.3306,0,1,0,1,0,0,0,0
13485,2,test,0,-2.3362,0,1,0,1,1,0,0,0
13485,3,test,0,-0.9592,0,1,0,1,0,0,0,0
13485,4,test,0,-3.2318,0,1,0,1,0,0,0,0
13485,5,test,0,-2.953,0,1,0,1,0,0,1,0
13485,6,test,0,-2.3354,0,1,0,0,1,0,0,1
13485,7,test,0,-0.8056,0,1,0,1,0,0,0,0
13485,8,test,0,-0.9876,0,1,0,1,0,0,0,0
13485,9,test,1,-0.5154,1,1,0,1,0,1,1,1
13486,0,test,1,-2.4422,1,1,0,1,1,1,1,1
13486,1,test,1,-12.5348,1,1,0,0,1,0,1,0
13486,2,test,0,-32.5596,0,1,0,0,0,0,0,0
13486,3,test,1,-2.6614,1,1,0,1,1,1,1,1
13486,4,test,1,-0.4854,1,1,0,1,1,1,1,1
13486,5,test,1,-2.5576,1,1,0,0,1,1,1,1
13486,6,test,0,-0.492,0,1,0,1,0,0,0,0
13487,0,test,0,-0.7248000000000001,0,1,0,1,0,0,0,0
13487,1,test,1,-0.9298,1,1,0,1,1,1,1,1
13487,2,test,0,-2.6056,0,1,0,0,0,0,0,0
13487,3,test,1,-12.7274,1,1,0,0,0,1,1,1
13487,4,test,1,-24.910400000000003,1,1,0,0,0,1,0,0
13487,5,test,0,-2.8284,0,1,0,1,0,1,1,1
13487,6,test,1,-2.8352,1,1,0,0,1,1,0,0
13487,7,test,1,-15.1154,1,1,0,1,0,1,1,1
13488,0,test,1,-7.2178,1,1,0,0,1,1,0,0
13488,1,test,1,-0.3186,1,1,0,1,1,1,1,1
13488,2,test,0,-2.8644,0,1,0,1,1,0,0,0
13488,3,test,1,-3.0216000000000003,1,1,0,1,1,1,1,1
13489,0,test,1,-0.339,1,1,0,1,1,1,1,1
13489,1,test,1,-1.3142,1,1,0,1,1,1,1,1
13489,2,test,1,-3.004,1,1,0,1,1,1,1,1
13489,3,test,1,-0.8248,1,1,0,0,1,0,0,1
13489,4,test,1,-3.1388,1,1,0,0,1,1,1,1
13489,5,test,1,-0.7838,1,1,0,0,1,1,1,1
13490,0,test,0,-2.4604,0,1,0,1,1,1,0,0
13490,1,test,1,-2.615,1,1,0,1,1,1,1,1
13490,2,test,1,-3.2686,1,1,0,0,1,0,1,0
13490,3,test,0,-3.0730000000000004,0,1,0,1,1,0,1,0
13490,4,test,1,-2.8238,1,1,0,1,1,1,1,1
13490,5,test,0,-2.8538,0,1,0,1,0,0,0,0
13490,6,test,1,-0.515,1,1,0,1,1,1,1,1
13490,7,test,0,-1.0038,0,1,0,1,1,0,0,0
13490,8,test,1,-1.9992,1,1,0,0,0,0,0,0
13490,9,test,0,-2.5944000000000003,0,1,0,1,0,0,0,0
13491,0,test,1,-13.262,1,1,0,0,0,0,0,0
13491,1,test,1,-10.1248,1,1,0,0,0,1,1,1
13491,2,test,1,-0.685,1,1,0,1,1,1,1,1
13491,3,test,1,-1.1062,1,1,0,0,0,0,0,0
13491,4,test,0,-0.257,0,1,0,1,0,0,0,0
13491,5,test,0,-0.332,0,1,0,1,0,0,0,0
13491,6,test,0,-0.5317999999999999,0,1,0,0,0,0,0,0
13492,0,test,0,-0.8842000000000001,0,1,0,1,0,0,0,0
13492,1,test,0,-0.8668,0,1,0,0,0,0,0,0
13492,2,test,0,-0.9438,0,1,0,0,0,0,0,0
13492,3,test,1,-2.9116,1,1,0,1,1,1,1,1
13492,4,test,0,-0.5096,0,1,0,0,0,0,0,0
13492,5,test,0,-2.9974,0,1,0,0,1,1,1,1
13492,6,test,1,-2.9908,1,1,0,1,1,1,1,1
13492,7,test,1,-2.4338,1,1,0,0,1,1,1,1
13493,0,test,0,-0.5761999999999999,0,1,0,1,0,0,0,0
13493,1,test,1,-2.2482,1,1,0,1,1,1,1,1
13493,2,test,1,-16.3224,1,1,0,0,1,0,0,0
13494,0,test,0,-2.6876,0,1,0,1,0,0,0,0
13494,1,test,1,-0.3874,1,1,0,1,1,1,1,1
13494,2,test,0,-2.3416,0,1,0,0,0,0,0,0
13494,3,test,0,-3.2074,0,1,0,1,0,0,0,0
13494,4,test,1,-0.7044,1,1,0,1,1,1,1,1
13494,5,test,1,-0.6724000000000001,1,1,0,0,1,0,0,0
13495,0,test,0,-12.9834,0,1,0,1,1,0,0,0
13495,1,test,1,-3.2798,1,1,0,1,1,1,1,1
13496,0,test,1,-0.998,1,1,0,1,1,1,1,1
13496,1,test,1,-12.5858,1,1,0,0,1,1,1,0
13496,2,test,0,-15.6478,0,1,0,0,0,0,0,0
13496,3,test,0,-2.5872,0,1,0,0,0,1,1,1
13497,0,test,1,-12.1066,1,1,0,0,0,0,0,0
13497,1,test,1,-2.6162,1,1,0,1,1,1,1,1
13497,2,test,1,-2.6262,1,1,0,0,1,1,1,1
13497,3,test,1,-0.3728,1,1,0,1,1,1,1,1
13497,4,test,1,-2.0898,1,1,0,1,1,1,1,0
13498,0,test,0,-3.1036,0,1,0,0,0,0,0,0
13498,1,test,1,-1.1348,1,1,0,1,1,1,1,1
13498,2,test,1,-11.3064,1,1,0,1,1,1,1,1
13498,3,test,1,-2.246,1,1,0,1,1,1,1,1
13499,0,test,1,-3.0674,1,1,0,1,1,0,1,0
13499,1,test,0,-0.5578000000000001,0,1,0,1,0,0,0,0
13499,2,test,0,-16.6506,0,1,0,0,0,0,0,0
13499,3,test,1,-34.8414,1,1,0,0,0,0,0,0
13499,4,test,1,-2.3552,1,1,0,1,1,1,1,1
13499,5,test,1,-2.2092,1,1,0,1,1,1,1,1
13499,6,test,1,-9.366,1,1,0,0,1,1,1,1
13500,0,test,1,-0.346,1,1,0,1,1,1,1,1
13500,1,test,1,-0.4174,1,1,0,1,1,1,1,1
13500,2,test,1,-12.5816,1,1,0,0,0,0,0,0
13500,3,test,1,-0.5938,1,1,0,1,1,1,1,1
13501,0,test,1,-0.9826,1,1,0,1,1,1,1,1
13501,1,test,1,-2.6728,1,1,0,0,0,1,1,1
13501,2,test,1,-0.4316,1,1,0,1,0,1,1,1
13501,3,test,1,-0.0474,1,1,0,1,1,1,1,1
13501,4,test,1,-10.6738,1,1,0,1,0,1,0,1
13501,5,test,1,-24.8188,1,1,0,0,0,0,0,0
13501,6,test,1,-1.0650000000000002,1,1,0,1,1,1,1,1
13502,0,test,1,-12.4824,1,1,0,0,0,1,1,1
13502,1,test,1,-2.1664,1,1,0,1,1,1,1,1
13502,2,test,0,-4.3234,0,1,0,0,0,0,0,0
13502,3,test,1,-2.8078,1,1,0,0,0,1,0,1
13502,4,test,0,-2.4358,0,1,0,1,0,0,0,0
13503,0,test,1,-0.4854,1,1,0,1,1,1,1,1
13503,1,test,0,-4.6488,0,1,0,0,0,0,0,0
13503,2,test,0,-2.3546,0,1,0,0,1,1,1,1
13503,3,test,1,-17.357799999999997,1,1,0,0,0,0,1,1
13503,4,test,0,-0.633,0,1,0,0,0,0,0,0
13503,5,test,1,-2.906,1,1,0,1,1,0,1,1
13504,0,test,0,-0.7080000000000001,0,1,0,1,0,0,1,0
13504,1,test,1,-2.8384,1,1,0,0,1,1,1,1
13504,2,test,1,-0.4742,1,1,0,0,1,0,0,0
13504,3,test,0,-3.1508000000000003,0,1,0,1,0,0,0,0
13504,4,test,0,-0.523,0,1,0,1,0,0,0,0
13504,5,test,1,-36.6766,1,1,0,0,0,0,0,0
13505,0,test,0,-10.5966,0,1,0,0,0,0,0,0
13505,1,test,0,-2.7008,0,1,0,0,1,0,0,0
13505,2,test,0,-1.028,0,1,0,1,1,1,1,1
13505,3,test,0,-0.6862,0,1,0,0,1,0,0,0
13505,4,test,1,-0.9062,1,1,0,1,1,1,1,1
13505,5,test,1,-0.1808,1,1,0,0,1,1,1,1
13505,6,test,1,-2.9412000000000003,1,1,0,0,1,1,1,1
13505,7,test,0,-2.4694000000000003,0,1,0,0,0,0,0,0
13506,0,test,1,-3.114,1,1,0,1,1,1,1,1
13506,1,test,1,-2.358,1,1,0,1,1,1,1,1
13506,2,test,1,-0.7330000000000001,1,1,0,1,1,1,1,1
13506,3,test,1,-2.4954,1,1,0,1,1,1,1,1
13506,4,test,1,-0.995,1,1,0,1,1,1,1,1
13506,5,test,1,-0.4514,1,1,0,0,0,0,0,1
13506,6,test,1,-2.4904,1,1,0,1,0,0,0,0
13506,7,test,0,-0.6614,0,1,0,0,0,0,0,0
13507,0,test,1,-0.33,1,1,0,1,1,1,1,1
13507,1,test,0,-2.8944,0,1,0,1,0,0,0,0
13507,2,test,0,-0.7078000000000001,0,1,0,1,0,0,0,0
13507,3,test,0,-4.8506,0,1,0,1,0,0,0,0
13507,4,test,1,-0.6434000000000001,1,1,0,1,1,0,1,0
13507,5,test,0,-2.549,0,1,0,1,0,0,0,0
13507,6,test,0,-2.7606,0,1,0,0,0,0,0,0
13508,0,test,1,-0.127,1,1,0,1,0,1,1,1
13508,1,test,1,-0.3888,1,1,0,1,1,1,1,1
13508,2,test,1,-2.482,1,1,0,1,1,0,1,1
13508,3,test,0,-2.2738,0,1,0,1,0,0,0,0
13508,4,test,1,-0.7058,1,1,0,1,1,1,1,1
13509,0,test,0,-0.378,0,1,0,1,0,0,0,0
13509,1,test,0,-0.2224,0,1,0,1,0,0,0,0
13509,2,test,1,-5.8486,1,1,0,0,0,0,0,0
13509,3,test,1,-10.354,1,1,0,1,1,1,1,1
13509,4,test,0,-0.202,0,1,0,0,0,0,0,0
13509,5,test,1,-2.4828,1,1,0,0,1,1,1,1
13509,6,test,0,-2.8084,0,1,0,1,0,0,0,0
13509,7,test,0,-0.9402,0,1,0,1,1,0,0,0
13509,8,test,0,-25.2296,0,1,0,0,0,0,0,0
13509,9,test,1,-1.509,1,1,0,0,1,0,1,0
13509,10,test,0,-2.5602,0,1,0,1,0,0,1,0
13509,11,test,0,-18.131400000000003,0,1,0,0,0,1,1,1
13510,0,test,1,-2.5982000000000003,1,1,0,1,1,0,1,1
13510,1,test,1,-11.1374,1,1,0,0,0,0,0,0
13510,2,test,0,-23.4924,0,1,0,0,0,0,0,0
13510,3,test,1,-12.3232,1,1,0,1,1,0,1,0
13510,4,test,1,-2.8646000000000003,1,1,0,1,1,1,1,1
13510,5,test,0,-0.4642,0,1,0,1,0,1,1,1
13510,6,test,1,-37.233799999999995,1,1,0,1,1,1,1,1
13510,7,test,0,-1.1992,0,1,0,0,0,0,0,0
13511,0,test,1,-2.6574,1,1,0,0,1,0,0,0
13511,1,test,0,-52.8508,0,1,0,0,1,0,1,1
13511,2,test,1,-2.5744,1,1,0,1,1,1,1,1
13511,3,test,1,-0.6516000000000001,1,1,0,1,1,1,1,1
13511,4,test,1,-1.1174,1,1,0,1,1,1,1,1
13511,5,test,1,-2.7926,1,1,0,0,1,1,1,1
13511,6,test,1,-0.75,1,1,0,1,1,1,1,1
13511,7,test,0,-13.3394,0,1,0,1,0,0,0,0
13511,8,test,0,-3.632,0,1,0,0,0,1,1,0
13511,9,test,0,-10.4412,0,1,0,1,1,0,0,0
13511,10,test,1,-3.139,1,1,0,0,0,1,0,0
13511,11,test,1,-12.96,1,1,0,1,1,1,1,1
13511,12,test,1,-13.1996,1,1,0,1,1,1,1,1
13512,0,test,1,-12.217,1,1,0,1,1,1,1,1
